days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
5.375	-2.710417	-22.663194	NA	2.5694	5.9744	3.8425	2.3931	6.2198	23.8536	9.3882	33.611	13.2056	20.2452	23.023	2.1324	13.4958	5.7514	5.3247	3.3875	1.7593	4.1998	1.82	0.81	20.5544	8.56	3.49	5.3085	4.33	1.77
5.5	-2.585417	-22.538194	NA	2.5363	5.9458	3.9277	2.3743	6.1455	23.7201	9.3585	33.7099	13.4497	21.0532	23.2368	2.171	13.2193	5.5012	5.451	3.2188	1.7046	4.1859	1.80	0.81	20.7547	8.56	3.49	5.2110	4.24	1.73
5.625	-2.460417	-22.413194	NA	2.4962	6.1251	4.0354	2.6161	6.0713	23.7626	9.5615	33.7422	14.0276	21.9431	23.4042	2.182	12.8407	5.7454	5.5684	3.5436	1.8516	4.2688	1.78	0.79	21.0735	8.44	3.45	5.2886	4.05	1.65
5.75	-2.335417	-22.288194	NA	2.5417	6.1469	4.0818	3.7629	5.9995	23.8535	9.586	33.675	14.4191	21.8051	23.3968	2.1265	12.7179	5.2901	5.6866	3.6213	1.6603	4.5066	1.54	0.69	21.1226	8.35	3.41	5.1838	4.03	1.65
5.875	-2.210417	-22.163194	NA	2.233	6.1588	3.9789	3.8173	5.8777	23.4058	9.2775	32.9181	14.5701	20.9673	23.1651	2.1958	12.3115	5.3333	5.5703	3.8152	1.742	4.4131	1.62	0.72	20.7173	8.13	3.32	5.1614	3.84	1.57
6	-2.085417	-22.038194	NA	2.2372	6.1593	3.9643	4.0298	5.7378	23.1871	9.2725	32.4838	14.9875	19.8752	22.7306	2.2057	12.0442	5.035	5.5351	3.8381	1.4085	4.4257	1.57	0.70	20.4228	7.91	3.23	5.0111	3.79	1.55
6.125	-1.960417	-21.913194	NA	2.1462	6.4331	3.9396	3.7841	5.8325	23.2807	9.5719	32.551	15.61	19.4235	22.8602	2.112	12.1347	5.0262	5.56	3.9115	1.4375	4.4271	1.72	0.77	20.5495	7.78	3.18	5.0303	3.83	1.56
6.25	-1.835417	-21.788194	NA	2.1014	6.3642	3.8566	3.7664	5.84	23.2136	9.9577	32.8073	16.0871	19.4083	23.0382	1.9557	11.8325	5.2308	5.5117	3.9994	1.5174	4.3857	1.73	0.77	20.7520	7.70	3.14	5.0079	3.73	1.52
6.375	-1.710417	-21.663194	NA	2.031	6.2588	3.9244	3.7147	5.8949	23.8321	10.4305	33.1177	16.678	19.6154	22.657	1.9678	11.7511	4.9818	5.5383	3.8607	1.5214	4.3648	1.73	0.77	21.0551	7.61	3.11	4.9368	3.70	1.51
6.5	-1.585417	-21.538194	NA	2.0309	6.5949	3.9506	3.6848	5.8087	24.5473	10.6864	32.9858	17.0718	19.8977	22.4914	2.0245	11.6038	5.4111	5.51	3.813	1.5909	4.4140	1.81	0.81	21.2801	7.50	3.06	4.9922	3.63	1.48
6.625	-1.460417	-21.413194	NA	2.078	6.314	3.9687	3.6477	5.7706	24.6095	10.821	33.193	17.3009	20.8329	22.7968	2.1738	11.5635	5.3154	5.5507	3.9222	1.5941	4.3558	1.71	0.76	21.5923	7.49	3.06	5.0199	3.58	1.46
6.75	-1.335417	-21.288194	NA	2.2701	7.2978	4.0536	3.786	6.0219	24.295	10.857	33.1293	17.3294	21.6407	22.7404	2.2741	10.9305	5.2724	5.4856	3.5473	1.528	4.6859	1.98	0.88	21.6653	7.42	3.03	4.8396	3.37	1.38
6.875	-1.210417	-21.163194	NA	2.0359	6.0159	3.9737	3.5945	5.8679	24.1531	10.6627	32.9829	17.38	20.4944	21.5234	2.1664	11.275	5.37	5.3999	3.6322	1.5541	4.2976	1.67	0.75	21.1994	7.40	3.02	4.8996	3.50	1.43
7	-1.085417	-21.038194	NA	2.0075	6.1918	4.0793	3.4183	5.9161	24.3077	10.7448	32.896	17.489	20.1864	20.8917	2.147	11.1352	5.218	5.4009	3.3641	1.7091	4.3226	1.75	0.78	21.0859	7.36	3.00	4.8290	3.44	1.41
7.125	-0.960417	-20.913194	NA	1.9108	6.0594	3.8997	3.3461	5.9264	24.3397	10.9701	32.359	17.364	19.6686	20.717	2.2489	10.8342	5.0622	5.3574	3.5432	1.6837	4.2285	1.77	0.79	20.9031	7.15	2.92	4.7883	3.30	1.35
7.25	-0.835417	-20.788194	NA	1.9633	6.3478	3.5787	3.3083	5.8473	24.5613	11.5651	33.1211	17.4545	19.8815	20.26	2.1652	10.6876	5.0738	5.1038	3.5415	1.6724	4.2091	1.84	0.82	21.1406	7.25	2.96	4.7074	3.26	1.33
7.375	-0.710417	-20.663194	NA	2.1073	6.2957	3.5027	3.3249	5.938	25.2498	12.2472	33.1691	17.6675	19.4815	20.5806	2.076	10.5727	5.422	4.872	3.6498	1.7404	4.2337	1.81	0.81	21.3993	7.15	2.92	4.7222	3.22	1.31
7.5	-0.585417	-20.538194	NA	2.1938	6.4363	3.5794	3.6344	6.2294	25.8127	12.7119	33.6855	18.0177	19.8205	20.6008	2.1442	10.5609	5.4582	4.9479	3.5835	1.8585	4.4147	1.85	0.83	21.7749	7.21	2.94	4.7589	3.19	1.30
